body_part,sub_category,original_english,twi_translation
Neck,Nerve & Radiating Pain,"I have a numb, dead feeling in my arm that starts at my neck.",Me nsa no ayɛ mumm afi me kɔn mu.
Wrist & Hand,Nerve & Sensation,My hand keeps falling asleep and going completely dead.,Me nsa redwiri na ɛayɛ den sɛ nea ɛwuwu.
Wrist & Hand,Nerve & Sensation,My hand keeps falling asleep and going completely dead.,Me nsa redwiri na ɛreyera.
Wrist & Hand,Nerve & Sensation,My hand keeps falling asleep and going completely dead.,"Me nsa rente hwee, ɛte sɛ nea ɛawu."
Mouth & Throat,Mouth & Tongue,There are painful sores on the inside of my cheeks and gums.,Me nsaano ne me se ase hɔ wɔ mpatua a ɛyɛ ya.
Wrist & Hand,Stiffness & Swelling,My fingers are so stiff and swollen I can't make a fist.,"Me nsateaa afon na ɛayɛ den, ɛno nti ɛnyɛ me sɛɛ mɛbɔ m'abɔnsam"
Wrist & Hand,Stiffness & Swelling,My fingers are so stiff and swollen I can't make a fist.,"Me nsateaa afon na ɛnyɛ mmerɛ, mantumi ammɔ me nsa"
Wrist & Hand,Nerve & Sensation,"My fingers feel completely numb, like I'm wearing thick winter gloves.","Me nsateaa ayɛ mimm koraa, ɛte sɛ nea mahyɛ nsaano kɔntɔn."
Wrist & Hand,Stiffness & Swelling,My fingers lock in a bent position and I have to force them straight.,"Me nsateaa bɔ nkontompo na ɛkyerɛ, ɛsɛ sɛ me trɛɛ no den"
Wrist & Hand,Stiffness & Swelling,My fingers are so stiff and swollen I can't make a fist.,"Me nsateaa fufue na ɛayɛ den, mantumi ammɔ m'abɔnsam"
Wrist & Hand,Stiffness & Swelling,My fingers lock in a bent position and I have to force them straight.,"Me nsateaa koto a, ɛnyɛ mmerɛ sɛ mɛtrɛɛ no, ɛsɛ sɛ me hyɛ no"
Wrist & Hand,Stiffness & Swelling,My fingers lock in a bent position and I have to force them straight.,"Me nsateaa koto na ɛayɛ den, enti ɛsɛ sɛ me hyɛ no ma ɛtrɛ"
Wrist & Hand,Stiffness & Swelling,My fingers lock in a bent position and I have to force them straight.,"Me nsateaa koto na ɛayɛ den, ɛsɛ sɛ me hyɛ no ma ɛtrɛ"
Wrist & Hand,Stiffness & Swelling,My fingers lock in a bent position and I have to force them straight.,"Me nsateaa koto na ɛkyerɛ, ɛnyɛ me sɛɛ mɛhyɛ no ma ɛtrɛ"
Wrist & Hand,Nerve & Sensation,"My fingers feel completely numb, like I'm wearing thick winter gloves.","Me nsateaa mu ayɛ mmrɛ, te sɛ nea mahyɛ nsaano ntoma kɛse."
Wrist & Hand,Nerve & Sensation,There's a pins-and-needles buzzing in my fingers that won't stop.,Me nsateaa mu pɛrepɛre na ɛkɔ so ara.
Wrist & Hand,Nerve & Sensation,There's a pins-and-needles buzzing in my fingers that won't stop.,Me nsateaa mu redwiri na ɛrenya dwo.
Wrist & Hand,Nerve & Sensation,There's a pins-and-needles buzzing in my fingers that won't stop.,Me nsateaa mu te sɛ nea nneɛma bi redwiri mu.
Wrist & Hand,Nerve & Sensation,There's a pins-and-needles buzzing in my fingers that won't stop.,"Me nsateaa mu yɛ me hyehyɛ, na ɛkɔ so ara."
Wrist & Hand,Nerve & Sensation,"My fingers feel completely numb, like I'm wearing thick winter gloves.","Me nsateaa nte hwee, ɛte sɛ nea mahyɛ nsaano nneɛma a ɛyɛ duru."
Wrist & Hand,Nerve & Sensation,"My fingers feel completely numb, like I'm wearing thick winter gloves.","Me nsateaa nte hwee, ɛte sɛ nea mahyɛ nsaano ntoma a ɛyɛ kɛse."
Wrist & Hand,Nerve & Sensation,There's a pins-and-needles buzzing in my fingers that won't stop.,"Me nsateaa redwiri, ɛrenya nnyae."
Wrist & Hand,Stiffness & Swelling,My fingers are so stiff and swollen I can't make a fist.,"Me nsateaa yɛ den na ɛafon paa, enti mantumi ammɔ m'abɔnsam"
Wrist & Hand,Stiffness & Swelling,My fingers are so stiff and swollen I can't make a fist.,"Me nsateaa yɛ den na ɛafon, mantumi ammɔ m'abɔnsam"
Kidney & Flank,Associated Symptoms,There's blood in my urine and a stabbing pain in my side.,Me nsuo no mu mogya wɔ hɔ na me nkyɛn no yɛ me ya sɛ afoano.
Pelvis,Bladder & Urination,There's blood in my urine and a deep aching in my lower back.,"Me nsuo no mu wɔ mogya, na m'akyi ase nso yare me paa."
Pelvis,Bladder & Urination,There's blood in my urine and a deep aching in my lower back.,"Me nsuo no mu wɔ mogya, na m'akyi ase nso yɛ me dɛn."
Pelvis,Bladder & Urination,"I feel a constant, urgent need to urinate but almost nothing comes out.","Me nsuo no pɛ sɛ ɛba me daa, nanso dɛm nsuo no mfi adi."
Pelvis,Bladder & Urination,"I feel a constant, urgent need to urinate but almost nothing comes out.","Me nsuo pɛ sɛ ɛba me da biara, nanso hwee mfi adi."
Jaw,Radiating & Referred Pain,My temples are throbbing so hard I can feel it with my fingers.,"Me ntempua no repopoe dodo, enti metumi te no nka."
Jaw,Radiating & Referred Pain,My temples are throbbing so hard I can feel it with my fingers.,"Me ntempua no repopoe kɔ so yiye, na metumi de me nsa aka."
Jaw,Radiating & Referred Pain,My temples are throbbing so hard I can feel it with my fingers.,"Me ntempua no repopoe yiye, enti metumi de me nsa aka ne popoe no."
Jaw,Radiating & Referred Pain,My temples are throbbing so hard I can feel it with my fingers.,"Me ntempua no repopoe, enti me nsa tumi te popoe no."
Jaw,Radiating & Referred Pain,My temples are throbbing so hard I can feel it with my fingers.,"Me ntempua no repopoe, enti metumi de me nsateaa aka no."
Upper Back,Muscle & Soft Tissue,It feels like someone is pressing a hot iron against my shoulder blade.,Me ntene mu yɛ me sɛ obi de dadeɛ a ɛhye rehyɛ so.
Upper Back,Muscle & Soft Tissue,It feels like someone is pressing a hot iron against my shoulder blade.,Me ntene no yɛ me sɛ nea wɔde dadeɛ a ɛhye rehyɛ so.
Heart & Cardiovascular,Circulation & Vascular,My veins look swollen and feel like they are throbbing under the skin.,Me ntini afor na ɛyɛ me dɛdɛɛdɛ wɔ me honam ase.
Heart & Cardiovascular,Circulation & Vascular,My veins look swollen and feel like they are throbbing under the skin.,Me ntini afuw na ɛyɛ me sɛ ɛreyɛ dɔn wɔ me honam ase.
Heart & Cardiovascular,Circulation & Vascular,My veins look swollen and feel like they are throbbing under the skin.,Me ntini ayɛ kɛse na ɛyɛ me sɛ ɛreyɛ dɔn wɔ me gyae.
General & Systemic,Fatigue & Energy,My muscles feel completely exhausted and shaky like jelly.,Me ntokuro ayɛ me mmerɛw na ɛwosow te sɛ jellie.
General & Systemic,Fatigue & Energy,My muscles feel completely exhausted and shaky like jelly.,Me ntokuro yɛ me mmerɛw na ɛwosow te sɛ jellie.
Hip,Groin & Referred Pain,I have a ripping or tearing sensation deep in my groin when I move.,Me ntweneɛ mfinimfini hɔ reretwetwe me bere a merenda.
Spine & Sciatica,Sciatica & Radiating Pain,My lower back pain shoots down my leg and my foot goes completely numb.,Me ntweneɛ yaw no tu kɔ me nan mu ma me nan ntene.
Upper Back,Muscle & Soft Tissue,It feels like a giant knot is jammed right between my shoulder blades.,Me ntɛne ntam ha te sɛ adeɛ bi a asene na ɛhyɛ hɔ.
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me nuanu ayɛ me, ɛte sɛ nea mogya no akyi afi me ti mu."
Lungs & Breathing,Chest Feeling,It feels like there's a heavy fluid or weight sitting on my lungs.,Me nufu mu ayɛ duru sɛ nea nsuo a ɛyɛ duru da mu
Lungs & Breathing,Chest Feeling,My lungs feel raw and burning with every breath.,Me nufu mu hye me bere a mebɔ homa biara
Lungs & Breathing,Chest Feeling,My lungs feel raw and burning with every breath.,Me nufu mu yɛ me ya na ɛhye me bere a meretwa homa
Lungs & Breathing,Chest Feeling,My lungs feel raw and burning with every breath.,Me nufu mu yɛ me ya na ɛhye sɛ ogya bere a meretwa homa
Lungs & Breathing,Chest Feeling,It feels like there's a heavy fluid or weight sitting on my lungs.,"Me nufu so ayɛ me duru dodo, ɛte sɛ nea biribi da so"
Lungs & Breathing,Chest Feeling,It feels like there's a heavy fluid or weight sitting on my lungs.,Me nufu so te sɛ ɛboɔ a ɛda so
Skin,Texture & Sensation,"My skin feels tight, swollen, and shiny like it's being stretched.","Me nwetɛ ayɛ pɛɛ, ahuhuro, na ɛhyerɛn te sɛ nea wɔretwe no."
Skin,Rashes & Irritation,"I have dry, cracked patches of skin that bleed when I bend the area.","Me nwetɛ no ayɛ kã na ɛrepae, na sɛ mebɛn no anaa medane no a, mogya firi mu."
Skin,Rashes & Irritation,"I have dry, cracked patches of skin that bleed when I bend the area.","Me nwetɛ no ayɛ kã na ɛwɔ mmuae, na sɛ mebɔ no anaa medane no a, ɛfiri mogya."
Pelvis,Bladder & Urination,"I feel a constant, urgent need to urinate but almost nothing comes out.","Me pɛ sɛ me fitidie dabiara, nanso hwee mfi adi."
Pelvis,Bladder & Urination,"I feel a constant, urgent need to urinate but almost nothing comes out.","Me pɛ sɛ me twa nsuo dabiara, nanso hwee mfi adi."
Mouth & Throat,Mouth & Tongue,"My gums are swollen, bleeding, and tender when I touch them.","Me se ase afon na bogya refiri mu, na sɛ meka mu a, ɛyɛ me ya."
Mouth & Throat,Mouth & Tongue,"My gums are swollen, bleeding, and tender when I touch them.","Me se ase afon na bogya refiri mu, ɛyɛ me ya sɛ meka ho."
Mouth & Throat,Mouth & Tongue,"My gums are swollen, bleeding, and tender when I touch them.","Me se ase akura na ɛrerɛ bogya, ɛyɛ me ya pii sɛ meka ho."
Mouth & Throat,Mouth & Tongue,"My gums are swollen, bleeding, and tender when I touch them.","Me se ase akyɛ na ɛrerɛ bogya, ɛyɛ me ya sɛ meka mu."
Mouth & Throat,Mouth & Tongue,There are painful sores on the inside of my cheeks and gums.,Me se ase ne m'ano nkyɛn hɔ wɔ mpatua a ɛyɛ me ya.
Mouth & Throat,Mouth & Tongue,"My gums are swollen, bleeding, and tender when I touch them.","Me se ase rekeka me na bogya refiri mu, ɛyɛ me ya sɛ meka mu."
Hip,Mobility & Instability,Getting up from a chair makes a sickening clunk in my hip.,Me sɛnkyɛn bɔ krakra bere a mesɔre firi akonnwa so.
Hip,Mobility & Instability,My hip keeps catching or locking up when I try to take a step.,Me sɛnkyɛn gyina bere a meretambu biara.
Hip,Pain & Aching,The pain in my hip spreads all the way down to my knee.,Me sɛnkyɛn mu yaw no akɔsi me kotodwe.
Hip,Pain & Aching,The pain in my hip spreads all the way down to my knee.,Me sɛnkyɛn mu yaw no bɔ me kotodwe.
Hip,Pain & Aching,My hip feels like bone is rubbing directly on bone when I walk.,Me sɛnkyɛn mu yaw no te sɛ nea dompe ne dompe rekra.
Hip,Pain & Aching,The pain in my hip spreads all the way down to my knee.,Me sɛnkyɛn mu yaw no trɛw kɔsi me kotodwe.
Hip,Mobility & Instability,My hip keeps catching or locking up when I try to take a step.,Me sɛnkyɛn no kyekyere bere a meretambu.
Hip,Mobility & Instability,My hip keeps catching or locking up when I try to take a step.,Me sɛnkyɛn no kyi gyina bere a meretambu.
Hip,Mobility & Instability,"My hip feels completely unstable, like it might give way under me.","Me sɛnkyɛn no nyɛ den, te sɛ nea ɛbɛtumi abubu ama mahwe."
Hip,Mobility & Instability,"My hip feels completely unstable, like it might give way under me.","Me sɛnkyɛn no nyɛ duru, ɛte sɛ nea ɛbɛtumi abubu."
Hip,Mobility & Instability,My hip keeps catching or locking up when I try to take a step.,Me sɛnkyɛn no remmu yiye bere a meretambu.
Hip,Mobility & Instability,"My hip feels completely unstable, like it might give way under me.","Me sɛnkyɛn no te sɛ nea ɛnni ahoɔden, ɛbɛtumi abubu."
Hip,Mobility & Instability,"My hip feels completely unstable, like it might give way under me.","Me sɛnkyɛn no te sɛ nea ɛnyɛ den, na ɛbɛtumi ama mahwe."
Hip,Mobility & Instability,"My hip feels completely unstable, like it might give way under me.","Me sɛnkyɛn no te sɛ nea ɛretutututu, ɛnyɛ den."
Hip,Pain & Aching,My hip feels like bone is rubbing directly on bone when I walk.,Me sɛnkyɛn te sɛ nea dompe ne dompe retwitwa bere a meretambu.
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Me ti aseɛ no yɛ me ya paa, sɛ woka me kakra a ɛyɛ me ya."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti aseɛ no yɛ me ya, na ɛnneɛ me ti nhwi a mɛfua no mpo yɛ me ya."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti aseɛ yɛ me ya paa, ɛno nti me ti nhwi a mɛfua no mpo ɛyɛ me ya."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti ayɛ hare, na ɛte sɛ nea mogya no agu afi me ti mu."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti ayɛ hare, ɛte sɛ nea mogya no afi me ti mu."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti ayɛ hare, ɛte sɛ nea mogya no nni me ti mu bio."
Brain & Neurological,Dizziness & Balance,I feel lightheaded like all the blood just drained from my head.,"Me ti ayɛ me hare, na ɛte sɛ nea mogya no atwa afi me ti mu."
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti baabi a ɛyɛ me ya paa wɔ ha.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti baabiako bi yɛ me ya den.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Me ti ho apopa nketenkete a ɛyɛ me ya.
Brain & Neurological,Sensory Disturbances,I have a weird crawling or electric sensation across my scalp.,Me ti ho ayɛ me nkatakata anaa kanea nsum a ɛrekeka me.
Brain & Neurological,Sensory Disturbances,I have a weird crawling or electric sensation across my scalp.,Me ti ho ayɛ me nkatakata na ɛrekeka me sɛ kanea nsum.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.",Me ti ho ayɛ mpatampata a ɛyɛ kɛse na ɛpae na ɛreyɛ me nkasɛɛ.
Brain & Neurological,Sensory Disturbances,I have a weird crawling or electric sensation across my scalp.,Me ti ho hye me nkatakata a ɛte sɛ kanea nsum.
Brain & Neurological,Sensory Disturbances,I have a weird crawling or electric sensation across my scalp.,Me ti ho hye me nkatakata anaa sɛ kanea nsum a ɛrekeka me.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti ho mmeae biako bi wɔ me ya a ɛyɛ hu.
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti ho mmeae biako yɛ me ya paa.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,Me ti ho mpatampata bi hyew na ɛyɛ me nnyansɛn daa.
Scalp & Hair,Scalp Condition,"There are small, painful bumps on my scalp.",Me ti ho mpatampata nketenkete bi wɔ hɔ a ɛyɛ me ya.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Me ti ho nka te sɛ nea biribi nante wɔ so.
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,Me ti ho nka te sɛ nea biribi retutu anaa ɛyɛ me nnyansɛn.
Brain & Neurological,Sensory Disturbances,I have a weird crawling or electric sensation across my scalp.,Me ti ho nkatakata me te sɛ kanea nsum a ɛrekeka me.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.","Me ti ho nyinaa ayɛ mpatampata a ɛyɛ kɛse na ɛpae, na ɛyɛ me nkasɛɛ."
Scalp & Hair,Scalp Pain,It feels like my scalp is crawling or tingling all over.,"Me ti ho nyinaa yɛ me nnyansɛn, ɛte sɛ nea biribi retutu."
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,"Me ti ho yɛ me nsam na ɛyɛ me ya bere nyinaa, sɛ mefo a."
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,"Me ti ho yɛ me nsam na ɛyɛ me ya, ɛmfa ho sɛ mefo no mpɛn dodo."
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Me ti ho yɛ me ya denden, sɛ woka me a ɛyɛ me ya."
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Me ti mu te sɛ nea wɔde kwan a ɛmu yɛ denden akye me ti.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Me ti mu yɛ me denden sɛ deɛ wɔfira me adeɛ a ɛmu yɛ duru.
Scalp & Hair,Scalp Condition,"My scalp is covered in thick, flaky, itchy patches.","Me ti nhwi ase ayɛ mpatampata a ɛkyea na ɛpae, na ɛyɛ nkasɛɛ."
Scalp & Hair,Scalp Pain,"I have a sharp, localized pain on one spot of my scalp.",Me ti nhwi ase baabi yɛ me ya pa ara.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,Me ti nhwi ase hyew na ɛyɛ nnyansɛn bere nyinaa.
Scalp & Hair,Scalp Pain,There are patches on my scalp that burn and sting constantly.,Me ti nhwi ase yɛ mpatampata a ɛhyew na ɛyɛ me nnyansɛn daa.
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Me ti nhwi aseɛ no mpo, sɛ woka me a ɛyɛ me ya."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti nhwi aseɛ no yɛ me ya a mentumi nka, ɛnna mɛfua me ti nhwi mpo yɛ me ya."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,"Me ti nhwi aseɛ no yɛ me ya denden, ɛnna mɛfua me ti nhwi mpo na ɛyɛ me ya paa."
Scalp & Hair,Scalp Pain,My scalp is so tender that combing my hair feels agonizing.,Me ti nhwi aseɛ no yɛ me ya paa ma enti mɛfua me ti nhwi mpo na ɛyɛ me ya.
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,Me ti nhwi ree bɔ dɔm-dɔm bere a me re pra anaasɛ me re hohoro.
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,Me ti nhwi ree bɔ fann bere a me re pra anaasɛ me re hohoro no.
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,Me ti nhwi ree bɔ kɛse kɛse sɛ me pra anaasɛ me hohoro.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Me ti no fa bi abɛyɛ ahwehwɛ na nhwi biara nni so.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Me ti no fa bi wɔ hɔ a ɛyɛ ahwehwɛ na nhwi biara nni hɔ.
Head,Sensitivity,Even a gentle touch on my scalp feels painful.,"Me ti no yɛ me ya, nea ɛbɛka me ti nyinaa yɛ me ya."
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Me ti so wɔ baabi a ɛyɛ fann na nhwi nni hɔ koraa.
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.","Me ti so wɔ baabi a ɛyɛ tɛtɛɛ, nhwi nni hɔ koraa."
Scalp & Hair,Hair,"I have a completely bald, smooth patch on my scalp.",Me ti so wɔ fa bi a ɛyɛ tɛtɛɛ na nhwi nni hɔ koraa.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Me ti te sɛ deɛ wɔde adeɛ akata me ti mu denden.
Head,Pressure & Heaviness,It feels like my head is wrapped too tightly in something.,Me ti te sɛ nea wɔde adeɛ a ɛmu yɛ duru akye me ti.
Head,Headache Types,I have a one-sided throbbing headache that gets worse with movement.,"Me tiri afã baako bobɔ me, na sɛ meredi akwantuo anaa menante a ɛyɛ me ya koraa."
Head,Headache Types,I have a one-sided throbbing headache that gets worse with movement.,"Me tiri afã baako na ɛwɔ ya, ɛbɔ me sɛ nea akra, na sɛ me yɛ biribi a ɛyɛ me ya."
Head,Headache Types,I have a one-sided throbbing headache that gets worse with movement.,"Me tiri afã baako na ɛyɛ me ya, ɛte sɛ nea biribi bobɔ, na me nantew a ɛyɛ me ya koraa."
Head,Headache Types,I have a one-sided throbbing headache that gets worse with movement.,"Me tiri afã baako yɛ me ya denneennen, na sɛ me tu anammɔn a ɛyɛ me ya."
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.","Me tiri duru me, ɛte sɛ nea me tiri no ɛtumi nso."
Head,Headache Types,It feels like a tight band is squeezing around my whole head.,Me tiri ho yɛ me den sɛ nea wɔde kraman a ɛyɛ den aso ho.
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me tiri kwan no nyinaa ayɛ mã.
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me tiri mu ayɛ mã na ɛte sɛ nea biribi kye mu.
Head,Headache Types,"I have a deep, drilling pain that feels like it's inside my skull.","Me tiri mu dɔ me, ɛte sɛ nea biribi worɔ me tiri mu."
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me tiri mu no ayɛ mã na ɛte sɛ nea biribi akyere mu.
Head,Headache Types,There's a hammer pounding rhythmically inside my skull.,Me tiri mu rebɔ me sɛ nea wotutu adaka.
Head,Headache Types,There's a hammer pounding rhythmically inside my skull.,Me tiri mu rebɔ me sɛ nea wotutu dadeɛ.
Head,Headache Types,There's a hammer pounding rhythmically inside my skull.,Me tiri mu reyɛ me sɛ nea wotutu biribi.
Head,Headache Types,"I have a deep, drilling pain that feels like it's inside my skull.",Me tiri mu yareɛ denden bi wɔ hɔ a ɛte sɛ nea biribi hwire me tiri mu.
Head,Headache Types,"I have a deep, drilling pain that feels like it's inside my skull.","Me tiri mu yareɛ no dɔ me paa, ɛte sɛ nea biribi worɔ m'akokora mu."
Head,Headache Types,"I have a deep, drilling pain that feels like it's inside my skull.",Me tiri mu yareɛ no yɛ me sɛ biribi worɔ me tiri mu no.
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.","Me tiri no aduru me paa, ɛte sɛ nea mantumi mfa nsi hɔ."
Head,Headache Types,I have a one-sided throbbing headache that gets worse with movement.,"Me tiri no afã baako na ɛbobɔ me, na sɛ migyina anaa menante a ɛyɛ me ya dodo."
Head,Headache Types,My head feels like it's about to explode from the pressure.,Me tiri no akyere me ma ɛte sɛ nea ɛrebɛbubu.
Head,Headache Types,My head feels like it's about to explode from the pressure.,Me tiri no hye me ma ɛte sɛ nea ɛrebɛpae.
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.","Me tiri no mu aduru me dodo, ɛte sɛ nea mintumi nso me tiri."
Head,Pressure & Heaviness,My whole skull feels full and congested.,Me tiri no mu ayɛ mã dodo.
Head,Headache Types,My head feels like it's about to explode from the pressure.,Me tiri no yɛ me denden ma ɛte sɛ nea ɛrebɛpue.
Head,Pressure & Heaviness,My whole skull feels full and congested.,"Me tiri nyinaa ayɛ me mã, ɛte sɛ nea ɛmpue."
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,"Me tiri so ayɛ me duru, ɛte sɛ nea biribi kɛseɛ da me tiri so."
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Me tiri so ayɛ me sɛ biribi kɛseɛ da so.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,"Me tiri so hye me, ɛte sɛ nea biribi kɛseɛ da me tiri so."
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.","Me tiri yɛ duru, ɛte sɛ nea mintumi nkura mu."
Head,Pressure & Heaviness,"My head feels incredibly heavy, like I can barely hold it up.",Me tiri yɛ me duru paa ma ɛte sɛ nea ɛtumi nso.
Head,Headache Types,It feels like a tight band is squeezing around my whole head.,Me tiri yɛ me duru sɛ nea obi de hyehyɛ ho.
Brain & Neurological,Dizziness & Balance,The room is spinning and I can't find the floor.,Me tirim redan na menhu fam nso.
Brain & Neurological,Consciousness & Cognition,I had a blank episode where I lost a few seconds of time.,"Me tirim yɛ me sɛ bue, na m’adwene firii me bɛyɛ sekɔn kakra bi."
Brain & Neurological,Dizziness & Balance,I feel like I'm on a rocking boat even though I'm standing still.,"Me tirim yɛ me sɛ mehyɛ atoa so na ɛretwe, nanso megyina hɔ pɛ."
Pelvis,Bladder & Urination,"I have a burning, stabbing pain every time I try to urinate.","Me twa nsuo biara, ɛhyehye me na ɛyɛ me sɛ ɛwɔ sɛ wɔtwitwa me."
Pelvis,Bladder & Urination,"I feel a constant, urgent need to urinate but almost nothing comes out.","Me twa nsuo no pɛ sɛ ɛba me daa, nanso nsuo no mfi adi."
Pelvis,Bladder & Urination,Urinating feels like passing broken glass.,Me twa nsuo no te sɛ nea meretwa ahwehwɛ fɔm.
Pelvis,Bladder & Urination,Urinating feels like passing broken glass.,Me twa nsuo te sɛ ahwehwɛ a ɛwɔ me mu.
Mouth & Throat,Mouth & Tongue,My tongue feels swollen and too big for my mouth.,"Me tɛkrɛma fɔn, na ɛyɛ kɛse dodo wɔ m’anom."
Mouth & Throat,Mouth & Tongue,My tongue feels swollen and too big for my mouth.,"Me tɛkrɛma fɔn, ɛte sɛ nea m’anom nni ho kwan mma no."
Mouth & Throat,Mouth & Tongue,My tongue feels swollen and too big for my mouth.,Me tɛkrɛma mu hye me na ɛyɛ me sɛ ɛnni m’anom hɔ.
Mouth & Throat,Mouth & Tongue,My tongue feels swollen and too big for my mouth.,Me tɛkrɛma no ayɛ kɛse te sɛ nea ɛnni m’anom.
Mouth & Throat,Mouth & Tongue,My tongue feels swollen and too big for my mouth.,"Me tɛkrɛma no yɛ kɛse dodo, ɛnni m’anom hɔ yiye."
Spine & Sciatica,Sciatica & Radiating Pain,A lightning bolt of pain just shot from my back all the way down my leg.,Me ya no te sɛ ogyaframa a ɛtu fi m'akyi kɔɔ me nan ase.
Upper Abdomen,Bloating & Gas,I'm so bloated I feel like I'm about to pop.,Me yafunu adɔ ma mete nka sɛ ɛrebɛpae.
Upper Abdomen,Bloating & Gas,I'm so bloated I feel like I'm about to pop.,Me yafunu adɔ paa sɛnea ɛbɛba a ɛbɛbue.
Upper Abdomen,Stomach & Digestion,It feels like a heavy rock is sitting at the bottom of my stomach.,Me yafunu ase aso sɛ oboɛ duru.
Pelvis,Bladder & Urination,"There's a heavy, full pressure in my lower abdomen that won't go away.","Me yafunu ase ayɛ me duru paa, na ɛnyera."
Pelvis,Bladder & Urination,"There's a heavy, full pressure in my lower abdomen that won't go away.","Me yafunu ase ayɛ me duru, na ɛneɛ ɛnyera."
Pelvis,Bladder & Urination,"There's a heavy, full pressure in my lower abdomen that won't go away.","Me yafunu ase ayɛ me duru, na ɛnkɔ kwan."
Pelvis,Bladder & Urination,"There's a heavy, full pressure in my lower abdomen that won't go away.","Me yafunu ase ayɛ me sɛ biribi ahyɛ hɔ ma, na ɛnkɔ."
Pelvis,Pelvic Pain,"It feels like a severe, deep cramp right in the centre of my pelvis.","Me yafunu ase hɔ hye me yie, ɛte sɛ adeɛ bi a akura me hɔ."
Pelvis,Pelvic Pain,"It feels like a severe, deep cramp right in the centre of my pelvis.","Me yafunu ase hɔ kura me paa, ɛyɛ me ya yie."
Pelvis,Pelvic Pain,"I have a dull, radiating ache spreading across my entire pelvic area.",Me yafunu ase hɔ yareɛ no retwe kɔ baabiara.
Pelvis,Pelvic Pain,"I have a dull, radiating ache spreading across my entire pelvic area.",Me yafunu ase hɔ yareɛ no retwitwa kɔ akyiri.
Pelvis,Pelvic Pain,"It feels like a severe, deep cramp right in the centre of my pelvis.","Me yafunu ase hɔ yareɛ no yɛ den, ɛte sɛ nea biribi akura me hɔ."
Pelvis,Bladder & Urination,"There's a heavy, full pressure in my lower abdomen that won't go away.","Me yafunu ase mu te sɛ nea biribi ahyɛ hɔ ma, na ɛnyera."
